floor_x ,floor_y ,floor_z ,floor_qx ,floor_qy ,floor_qz ,floor_qw ,camera_x ,camera_y ,camera_z ,camera_qx ,camera_qy ,camera_qz ,camera_qw ,est_cam_x ,est_cam_y ,est_cam_z ,est_cam_qx ,est_cam_qy ,est_cam_qz ,est_cam_qw ,robot_x ,robot_y ,robot_z ,robot_qx ,robot_qy ,robot_qz ,robot_qw ,est_robot_x ,est_robot_y ,est_robot_z ,est_robot_qx ,est_robot_qy ,est_robot_qz ,est_robot_qw ,est_cam-floor_x ,est_cam-floor_y ,est_cam-floor_z ,est_cam-floor_roll ,est_cam-floor_pitch ,est_cam-floor_yaw ,est_robot-floor_x ,est_robot-floor_y ,est_robot-floor_z ,est_robot-floor_roll ,est_robot-floor_pitch ,est_robot-floor_yaw ,robot-floor_x ,robot-floor_y ,robot-floor_z ,robot-floor_roll ,robot-floor_pitch ,robot-floor_yaw ,est_cam-robot_x ,est_cam-robot_y ,est_cam-robot_z ,est_cam-robot_roll ,est_cam-robot_pitch ,est_cam-robot_yaw
0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,-0.021677453 ,-0.044557452 ,1.5429474 ,0.9995223 ,-0.016060412 ,0.012927868 ,0.023022579 ,-0.007573168075031056 ,0.009389145040280163 ,0.03931329707432352 ,0.9994575074392005 ,-0.01602015216440078 ,0.016894667721682 ,0.023294114076816464 ,-0.006899165 ,0.0058185696 ,-0.09349657 ,0.0009737454 ,0.00014147664 ,0.009643222 ,0.99995303 ,0.03197007759041036 ,-0.00013964276527686503 ,-0.14008910022039317 ,0.9989999335576397 ,-0.024923373594992023 ,0.02666369854379382 ,0.02582644730584768 ,-0.007573168075031056 ,0.009389145040280163 ,0.03931329707432352 ,3.09552727858 ,-0.0345242134333 ,-0.0312595453195 ,0.03197007759041036 ,-0.00013964276527686503 ,-0.14008910022039317 ,3.09122422307 ,-0.0545885379723 ,-0.0485108972529 ,-0.006899165 ,0.0058185696 ,-0.09349657 ,0.00195012921339 ,0.000264159909114 ,0.0192870100034 ,-0.0006740030854404111 ,0.0035705754732256526 ,0.13280986557531915 ,3.09359180909 ,-0.0348865011293 ,-0.050479140051
0.5 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.4878303 ,-0.029615887 ,1.5107298 ,0.99913186 ,-0.012584402 ,-0.0358803 ,-0.017021958 ,0.4853348460364302 ,0.025282819095599644 ,0.013213485638342348 ,0.999273406648229 ,-0.012402079547695457 ,-0.031920920819582824 ,-0.016730272041003965 ,0.49968308 ,-0.032498218 ,-0.22888355 ,-0.00297358 ,0.009905822 ,0.005551105 ,0.9999311 ,0.5044658266327122 ,0.058554326153912706 ,0.006087156398349308 ,0.998677649334478 ,-0.020673776604260487 ,0.036248218849547285 ,0.03002689312789035 ,-0.014665153963569821 ,0.025282819095599644 ,0.013213485638342348 ,-3.10887485143 ,0.0642546400316 ,-0.0237693295473 ,0.004465826632712222 ,0.058554326153912706 ,0.006087156398349308 ,3.08292419529 ,-0.0737088356774 ,-0.0392325977654 ,-0.0003169179 ,-0.032498218 ,-0.22888355 ,-0.00583795652611 ,0.0198445943593 ,0.011044932763 ,-0.01434823606729907 ,0.057781037214744084 ,0.24209703520937964 ,-3.10234323873 ,0.0446242831273 ,-0.0345167700655
0.5 ,0.5 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,0.5327093 ,0.4742984 ,1.4967953 ,0.70919436 ,0.7039647 ,-0.038398206 ,0.0016195856 ,0.5301758489470771 ,0.5079310330969344 ,0.0003271305363836685 ,0.7092508677494214 ,0.7040298619715706 ,-0.035826289964031616 ,0.004651558491219404 ,0.54260683 ,-0.5203119 ,-0.14232638 ,-1.165645e-05 ,-0.0028738612 ,-0.7047595 ,0.7094405 ,0.5912599368499829 ,0.5305022097457078 ,-0.09444076893337905 ,0.7197238644068763 ,0.6932304667508858 ,-0.0033152868874107744 ,0.03765750714579092 ,0.030175848947077144 ,0.007931033096934437 ,0.0003271305363836685 ,-3.09765887485 ,0.057400842722 ,-0.00612699007688 ,0.0912599368499829 ,0.03050220974570783 ,-0.09444076893337905 ,3.09188194613 ,0.0570137274771 ,-0.0389140915564 ,0.04260683 ,-1.0203118 ,-0.14232638 ,0.00403426733539 ,-0.00409410849959 ,-3.13498086721 ,-0.012430981649846684 ,1.0282429251295577 ,0.1426535153191748 ,-3.09356695882 ,0.0533580106387 ,3.12907211167
0.0 ,0.5 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,0.011923291 ,0.49095193 ,1.5369126 ,0.0021830106 ,0.99781173 ,-0.06605356 ,0.0019618962 ,0.02638707800036122 ,0.5222601109413987 ,0.033637904187843626 ,0.0023171969760306128 ,0.9977741105235695 ,-0.06638053532272763 ,0.005922794723968791 ,0.028744802 ,-0.5289644 ,-0.17167282 ,-0.00019761531 ,0.0016115564 ,0.99999595 ,-0.0023395047 ,0.10854338507870054 ,0.5256584595579055 ,-0.09314010696275854 ,0.017703392900059903 ,0.999093668315079 ,-0.02859728177247798 ,0.026088834542208946 ,0.02638707800036122 ,0.02226011094139868 ,0.033637904187843626 ,-3.00875447153 ,0.0121271532767 ,-0.00383814080315 ,0.10854338507870054 ,0.025658459557905466 ,-0.09314010696275854 ,-3.08526431205 ,0.0531679625847 ,-0.0339371040037 ,0.028744802 ,-1.0289644 ,-0.17167282 ,0.00322403018173 ,0.00038768854795 ,0.00467955728397 ,-0.002357723878567919 ,1.0512245112328416 ,0.2053107252327655 ,-3.01197530348 ,0.0117119569726 ,-0.00855546313574
-0.5 ,0.5 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,-0.48909608 ,0.48103848 ,1.516231 ,0.008532179 ,0.99910265 ,-0.03522931 ,0.02190958 ,-0.4578954318959447 ,0.5111749201427243 ,0.010823160639817475 ,0.008537347638267726 ,0.9989971660246307 ,-0.03552928100130592 ,0.025873657677063247 ,-0.534842 ,-0.46403253 ,-0.21153504 ,0.0005694469 ,-0.0071008317 ,0.99867713 ,-0.050923787 ,-0.4277299032249653 ,0.4482537360930998 ,-0.08109671245131578 ,0.06597781283824934 ,0.9972472755807731 ,-0.018592951837866037 ,0.028268386967799906 ,0.04210456810405527 ,0.011174920142724254 ,0.010823160639817475 ,-3.07089156218 ,0.0523259478822 ,-0.0152405633699 ,0.07227009677503471 ,-0.05174626390690018 ,-0.08109671245131578 ,-3.10817518901 ,0.0588685840922 ,-0.131143402897 ,-0.034842014 ,-0.96403253 ,-0.21153504 ,-0.0142413559812 ,-0.000414184696138 ,0.101897094314 ,0.07694658241679941 ,0.9752074509273312 ,0.22235819720369077 ,-3.05677533023 ,0.0543963812284 ,-0.116381794334
-0.5 ,0.0 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-0.52490187 ,-0.02176959 ,1.5271125 ,-0.6990432 ,0.7142488 ,-0.02328064 ,0.025402183 ,-0.4939376202796284 ,0.029612646227391015 ,0.020948965258960506 ,-0.6990447725928529 ,0.714045890624366 ,-0.02628655000248629 ,0.027998022823571216 ,-0.55549365 ,0.054965425 ,-0.26048526 ,0.00323463 ,-0.002478231 ,0.7342284 ,0.67889035 ,-0.49463915662877544 ,-0.055323683069081864 ,-0.012236878415553099 ,-0.6672336608620207 ,0.7440019463491614 ,-0.03525479679888642 ,0.004176714497601056 ,0.006062379720371602 ,0.029612646227391015 ,0.020948965258960506 ,-3.06483354914 ,0.00323280117908 ,-0.0211067106566 ,0.005360843371224555 ,-0.055323683069081864 ,-0.012236878415553099 ,-3.0834785473 ,-0.0408427610642 ,-0.109875991026 ,-0.055493653 ,0.054965425 ,-0.26048526 ,0.000752768001866 ,-0.00811489736812 ,-3.06331528754 ,0.06155603254095876 ,-0.025352779055325736 ,0.2814342269376562 ,-3.06327932195 ,-0.00476736123666 ,3.04220433001
-0.5 ,-0.5 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-0.53383404 ,-0.53845704 ,1.503443 ,-0.7023899 ,0.7102544 ,0.012857329 ,0.044964183 ,-0.5037692789479133 ,-0.46517634523691564 ,-0.0007065221497910557 ,-0.7025406601277914 ,0.7099858228075254 ,0.009841709950502075 ,0.047538332162355104 ,-0.55472744 ,0.5556758 ,-0.32775024 ,-0.0014379969 ,-0.0037255092 ,0.7357604 ,0.6772302 ,-0.5406892002505121 ,-0.5395513507580117 ,0.07346557214993088 ,-0.6654577344131084 ,0.7456636505552023 ,-0.033934842715624775 ,-0.0003878148112933909 ,-0.003769278947913346 ,0.034823654763084355 ,-0.0007065221497910557 ,-3.08857197219 ,0.0814214199187 ,-0.00838131990175 ,-0.04068920025051215 ,-0.03955135075801175 ,0.07346557214993088 ,-3.09142731843 ,-0.0457587329892 ,-0.114702862535 ,-0.054727435 ,1.0556757 ,-0.32775024 ,-0.00742997403473 ,-0.00293001635023 ,-3.05878324099 ,0.050958156164086166 ,-1.0208521498519363 ,0.3270437136461837 ,-3.09572590884 ,0.0778249799233 ,3.04984378515
0.0 ,-0.5 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,-0.02118965 ,-0.5532388 ,1.5095141 ,0.9982904 ,-0.010237634 ,-0.016970024 ,-0.05498617 ,-0.008200958870808406 ,-0.4777101049761546 ,0.008682607701385514 ,0.9983695563797312 ,-0.009898705954804035 ,-0.013019737867260102 ,-0.054687575740990285 ,-0.022541417 ,0.67688173 ,-0.3350125 ,0.0045745857 ,0.0018406224 ,0.05419536 ,0.99851817 ,-0.052270125995271144 ,-0.6419501126935244 ,0.1118953823155509 ,0.9969366282096822 ,-0.069276162536369 ,0.029584141211033612 ,0.021046406509179428 ,-0.008200958870808406 ,0.022289895023845374 ,0.008682607701385514 ,-3.03239674953 ,0.027083003027 ,-0.0183488556973 ,-0.052270125995271144 ,-0.14195011269352442 ,0.1118953823155509 ,3.10364587362 ,-0.0619426601606 ,-0.137579237648 ,-0.022541417 ,1.1768818 ,-0.3350125 ,0.00933530319691 ,0.00317995258477 ,0.108460012216 ,0.014340457938154416 ,-1.1545918355326426 ,0.3436951032191162 ,-3.04125722064 ,0.0227470383173 ,-0.127014762826
0.5 ,-0.5 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.4924988 ,-0.55444574 ,1.4979911 ,0.99909663 ,-0.007167326 ,-0.030058553 ,-0.029171761 ,0.4885476889269258 ,-0.4772531315567081 ,0.0017824430191650809 ,0.9992185426170805 ,-0.0069349690634645965 ,-0.02610272833733706 ,-0.02885927697696798 ,0.5372817 ,0.49010998 ,-0.09921956 ,8.081453e-05 ,-0.0009080794 ,0.0021724515 ,0.9999972 ,0.5000173325876229 ,-0.4558830789067114 ,-0.08480746764345803 ,0.9991619350622192 ,-0.01751129588523982 ,0.02540039741239041 ,0.026899848520653205 ,-0.011452311073074206 ,0.02274686844329188 ,0.0017824430191650809 ,-3.08417035379 ,0.0525891736582 ,-0.0123699039438 ,1.7332587622931328e-05 ,0.044116921093288575 ,-0.08480746764345803 ,3.08863208389 ,-0.0517233824541 ,-0.0336781039837 ,0.037281692 ,0.99011 ,-0.09921956 ,0.00015768335323 ,-0.00181650590216 ,0.0043447650528 ,-0.04873400310111986 ,-0.9673631116630619 ,0.10100200364233403 ,-3.08435865456 ,0.0544027893584 ,-0.016724880748
1.0 ,-0.5 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.99276155 ,-0.55767584 ,1.4642338 ,0.99966097 ,-0.022642344 ,0.009804244 ,-0.008315849 ,0.9724804756334862 ,-0.47878956091087344 ,-0.02579925114495829 ,0.9996199116824018 ,-0.022478953318913444 ,0.013769855630666971 ,-0.008069690307800118 ,1.0306548 ,0.497985 ,-0.16542625 ,0.0039449083 ,0.002561539 ,0.012894356 ,0.9999058 ,0.9592327921403019 ,-0.4460469430326697 ,-6.853839933684824e-05 ,0.9989198069758319 ,-0.028027638538586887 ,0.029213978896098763 ,0.02280820348855492 ,-0.027519524366513837 ,0.021210439089126565 ,-0.02579925114495829 ,-3.12483337379 ,-0.0271697900104 ,-0.0451951146999 ,-0.04076720785969812 ,0.053953056967330326 ,-6.853839933684824e-05 ,3.09757055643 ,-0.0596787830775 ,-0.054786979654 ,0.030654788 ,0.997985 ,-0.16542625 ,0.00795531611464 ,0.00502088218593 ,0.0258096822635 ,-0.058174312383786786 ,-0.9767745662895966 ,0.13962700312750265 ,-3.13241650293 ,-0.0327414744396 ,-0.0707577000386
