floor_x ,floor_y ,floor_z ,floor_qx ,floor_qy ,floor_qz ,floor_qw ,robot_x ,robot_y ,robot_z ,robot_qx ,robot_qy ,robot_qz ,robot_qw ,est_rb_x ,est_rb_y ,est_rb_z ,est_rb_qx ,est_rb_qy ,est_rb_qz ,est_rb_qw ,est_rb-floor_x ,est_rb-floor_y ,est_rb-floor_z ,est_rb-floor_roll ,est_rb-floor_pitch ,est_rb-floor_yaw
1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,1.0051738 ,-0.0026637174 ,-0.2250156 ,0.0011830156 ,0.002098529 ,-0.7052359 ,0.70896864 ,0.976320227533452 ,0.04381459044568753 ,0.028627630698081608 ,0.7191614806771172 ,0.6938796028670032 ,0.001646012131938292 ,0.03653973288747278 ,-0.023679772466547955 ,0.04381459044568753 ,0.028627630698081608 ,3.08666063712 ,0.0483597009301 ,-0.0371086647936
1.0 ,0.5 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,0.921847 ,-0.5379254 ,-0.23001575 ,0.0006474802 ,0.0014121399 ,-0.7280508 ,0.68552136 ,0.9446369512008506 ,0.5629697240259866 ,0.003076955997074693 ,0.6960866502139189 ,0.7170022033993626 ,-0.00028063163449423904 ,0.03702886658149329 ,-0.05536304879914944 ,0.06296972402598655 ,0.003076955997074693 ,3.09034872675 ,0.0535157863959 ,0.0282286332767
1.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,0.9401926 ,-0.985112 ,-0.2495414 ,-0.001784682 ,0.0009856243 ,-0.7234396 ,0.6903847 ,0.9999999263460104 ,0.9999999454085882 ,-8.239953830369018e-09 ,0.7008207007032091 ,0.7122448840578393 ,-0.0004916572355877536 ,0.039463006378896756 ,-7.365398957404068e-08 ,-5.459141183550287e-08 ,-8.239953830369018e-09 ,3.08686407993 ,0.056934530224 ,0.0146102255437
0.5 ,1.0 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,0.38023677 ,-0.96824527 ,-0.2742975 ,-0.005498216 ,0.0012182823 ,0.9999631 ,0.006489237 ,0.47201630115270055 ,0.9687478652605034 ,-0.003884828456097056 ,0.009014525863839211 ,0.9993458457344898 ,-0.02835398348401061 ,0.020558953214018672 ,-0.027983698847299454 ,-0.03125213473949662 ,-0.003884828456097056 ,-3.0852137942 ,0.041614214222 ,-0.0168668903376
0.0 ,1.0 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,-0.11803386 ,-0.9881603 ,-0.2970298 ,-0.0026464036 ,0.003759513 ,0.9999312 ,-0.010789858 ,0.005212503453503992 ,0.9749864943397257 ,-0.008400413688393449 ,0.02626838052100561 ,0.9989057201198179 ,-0.03048239450366965 ,0.023836067671374948 ,0.005212503453503992 ,-0.02501350566027427 ,-0.008400413688393449 ,-3.08183890978 ,0.0492413118384 ,-0.0511103712744
-0.5 ,1.0 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,-0.66356176 ,-1.0625887 ,-0.34759924 ,0.007556824 ,0.0036366207 ,0.999354 ,-0.034946654 ,-0.5024379834887909 ,1.0343645427620687 ,0.007497205082624969 ,0.05011709176789307 ,0.9976944440133495 ,-0.029866222075556163 ,0.03467105819780618 ,-0.0024379834887908736 ,0.034364542762068684 ,0.007497205082624969 ,-3.08529667317 ,0.0722386729511 ,-0.0983467300314
-1.0 ,1.0 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,-1.1910226 ,-1.0418743 ,-0.36644945 ,0.01119237 ,0.0080687255 ,0.9998285 ,-0.012352945 ,-1.0000001693924108 ,0.9999999398811069 ,-1.0646189263496808e-08 ,0.027567345949479877 ,0.9982993355902591 ,-0.03495621817130316 ,0.03763696067045377 ,-1.69392410764857e-07 ,-6.011889308599194e-08 ,-1.0646189263496808e-08 ,-3.07361985293 ,0.0771497167394 ,-0.052590321394
-1.0 ,0.5 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-1.1608125 ,-0.43714514 ,-0.42215177 ,0.004222923 ,-0.013914503 ,0.7295064 ,0.6838195 ,-1.0269787968847575 ,0.4147293224729388 ,0.08166171559578472 ,-0.6725579306036696 ,0.7396427712881253 ,-0.023844773575002205 ,0.005082089775684657 ,-0.02697879688475746 ,-0.08527067752706119 ,0.08166171559578472 ,-3.09945825766 ,-0.0245585897841 ,-0.0954536313716
-1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-1.1749029 ,0.07599569 ,-0.49642134 ,-0.19286828 ,-0.062344026 ,0.73443973 ,0.6476985 ,-1.0883719119375648 ,-0.08167736686141502 ,0.1736288275956973 ,-0.6323308623761056 ,0.7505020476267016 ,0.02837837700979116 ,-0.18999743343821623 ,-0.08837191193756477 ,-0.08167736686141502 ,0.1736288275956973 ,2.84516964496 ,-0.251955174947 ,-0.132683226303
-1.0 ,-0.5 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-1.252925 ,0.5609823 ,-0.6321313 ,-0.082345024 ,-0.0014743604 ,0.74517566 ,0.6617631 ,-1.2100857770509181 ,-0.549398377607796 ,0.3171018042342981 ,-0.6476114605021958 ,0.7568969323294168 ,-0.03479349498931668 ,-0.08059679126962332 ,-0.21008577705091813 ,-0.049398377607795974 ,0.3171018042342981 ,3.08911061768 ,-0.167859440603 ,-0.150891846829
-1.0 ,-1.0 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-1.2434553 ,1.0728219 ,-0.62521654 ,-0.04563441 ,-0.014405034 ,0.7378069 ,0.6733134 ,-1.245568084803847 ,-1.0479594592108217 ,0.33617164309149317 ,-0.6605975779696066 ,0.7490974614643318 ,-0.02253970517144107 ,-0.04422436996914899 ,-0.24556808480384706 ,-0.047959459210821676 ,0.33617164309149317 ,3.11681545487 ,-0.0961843142105 ,-0.12420177228
-0.5 ,-1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,-0.67946655 ,1.1221405 ,-0.6504907 ,-0.0036438263 ,0.00305229 ,0.075137034 ,0.99716187 ,-0.7218532269189728 ,-1.0785245546484437 ,0.3890651849515203 ,0.9950065490596394 ,-0.09036265983403713 ,0.031199820365016052 ,0.02869021166419192 ,-0.2218532269189728 ,-0.07852455464844366 ,0.3890651849515203 ,3.08999763421 ,-0.0673239451179 ,-0.179397574813
0.0 ,-1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.059790608 ,1.039356 ,-0.1884649 ,-0.00095723645 ,0.0019667707 ,0.003480713 ,0.99999154 ,-6.505174643400835e-08 ,-1.0000000963557243 ,-4.217456911481676e-09 ,0.9990326854649505 ,-0.01876786455433525 ,0.02829220762044293 ,0.027946585135238875 ,-6.505174643400835e-08 ,-9.635572428834394e-08 ,-4.217456911481676e-09 ,3.08669692281 ,-0.0576105384559 ,-0.0359855333291
0.5 ,-1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.5501325 ,1.0469509 ,-0.20420484 ,0.007758978 ,0.0033777708 ,0.0039621037 ,0.99995637 ,0.45869060336683654 ,-0.9925256928853079 ,0.03858867154138279 ,0.9991888868383678 ,-0.0189813659563756 ,0.029847654574991864 ,0.01924561460451137 ,-0.041309396633163464 ,0.0074743071146921025 ,0.03858867154138279 ,3.10418879946 ,-0.06041424971 ,-0.0368586412929
1.0 ,-1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0524719 ,1.0418195 ,-0.20402744 ,0.011386173 ,0.004140822 ,0.005616403 ,0.99991083 ,0.9304727987661514 ,-0.9731160037602539 ,0.06263710021838298 ,0.9991961605773647 ,-0.020517750806675214 ,0.030709193271121205 ,0.015588458484571835 ,-0.06952720123384859 ,0.026883996239746133 ,0.06263710021838298 ,3.11163885176 ,-0.0620485032009 ,-0.0401330813129
1.5 ,-1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.558502 ,0.976495 ,-0.20854542 ,-0.010167 ,0.0016782569 ,-0.020019257 ,0.9997465 ,1.4107589888859438 ,-0.8947410476437551 ,0.08821456504864944 ,0.9989062408859732 ,0.004466860204331149 ,0.0272207110970631 ,0.03775449597517516 ,-0.08924101111405625 ,0.10525895235624494 ,0.08821456504864944 ,3.06573959868 ,-0.0540709319846 ,0.0109956486552
1.5 ,-0.5 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,1.6093397 ,0.4289502 ,-0.28965145 ,0.0031922292 ,0.0039476273 ,-0.69704646 ,0.717008 ,1.502568902528835 ,-0.3559300082453063 ,0.13795211941088814 ,0.7270745501712972 ,0.6856765551347483 ,0.003956909793448923 ,0.034563030779097365 ,0.0025689025288349043 ,0.1440699917546937 ,0.13795211941088814 ,3.08582928817 ,0.0416562291669 ,-0.0597513603455
1.5 ,0.0 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,1.5403966 ,-0.04804973 ,-0.12576486 ,-0.0003000822 ,0.006887883 ,-0.7073597 ,0.7068202 ,1.486974807867553 ,0.09837136088645809 ,-0.037964819550918905 ,0.7168815084947426 ,0.6961251555578327 ,0.006294838400909338 ,0.03809259229025653 ,-0.013025192132446906 ,0.09837136088645809 ,-0.037964819550918905 ,3.07810881302 ,0.0440233355264 ,-0.0307749554454
1.5 ,0.5 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,1.5258971 ,-0.5693065 ,-0.08132783 ,0.00429338 ,0.0049760155 ,-0.709856 ,0.7043162 ,1.5208951002628828 ,0.6033673570715397 ,-0.10453339552782914 ,0.7145922774492219 ,0.6987266013205874 ,0.004321664682976706 ,0.03347143306288862 ,0.02089510026288277 ,0.10336735707153966 ,-0.10453339552782914 ,3.08764585665 ,0.0406094657 ,-0.0235465065766
1.5 ,1.0 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,1.5237387 ,-1.0837597 ,-0.12565435 ,-0.0012565601 ,0.0022191673 ,-0.7256308 ,0.6880795 ,1.5617643473275826 ,1.1065722295736327 ,-0.08928204467568746 ,0.6985328860664738 ,0.7145168699945471 ,0.0006291709327324245 ,0.03894937381750432 ,0.061764347327582625 ,0.10657222957363266 ,-0.08928204467568746 ,3.08616715211 ,0.0548084124392 ,0.0211027586179
1.5 ,1.5 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,1.4852302 ,-1.5014249 ,-0.13166629 ,0.001853463 ,-0.00318543 ,-0.69983494 ,0.7142951 ,1.5618206072573841 ,1.5125371100041687 ,-0.10600530507998185 ,0.7245576170905087 ,0.6882761869452366 ,-0.0033373893975531775 ,0.03579122563224297 ,0.06182060725738414 ,0.012537110004168683 ,-0.10600530507998185 ,3.09423409184 ,0.0541311902946 ,-0.052630853915
1.0 ,1.5 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,0.9610693 ,-1.5025713 ,-0.15375511 ,-0.006769525 ,0.0007805561 ,0.99996954 ,0.0038099 ,1.069115752688367 ,1.499721134730192 ,-0.11145448426763904 ,0.011714644251235189 ,0.9993564449919257 ,-0.027826993037749874 ,0.01936805157068033 ,0.069115752688367 ,-0.0002788652698080263 ,-0.11145448426763904 ,-3.0863573942 ,0.0393733133187 ,-0.0223555753658
0.5 ,1.5 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,0.4230973 ,-1.543913 ,-0.17694718 ,-0.0067809103 ,-0.002391906 ,0.9999624 ,-0.004853233 ,0.566911246113988 ,1.525710757520048 ,-0.11852699909785436 ,0.020287532275536847 ,0.9993027133507324 ,-0.02442940189124947 ,0.01963943602216692 ,0.06691124611398802 ,0.025710757520047922 ,-0.11852699909785436 ,-3.09350732418 ,0.040253577907 ,-0.0396297667505
0.0 ,1.5 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,-0.13857679 ,-1.5236759 ,-0.18424016 ,-0.0060591158 ,-0.00056079676 ,0.99995583 ,0.007164549 ,0.03781526563964288 ,1.4902454355822183 ,-0.13824514353345851 ,0.008308137805970927 ,0.9994117786957699 ,-0.026585314497089025 ,0.02000731124978029 ,0.03781526563964288 ,-0.009754564417781664 ,-0.13824514353345851 ,-3.08871789606 ,0.0404438587658 ,-0.0155561353702
-0.5 ,1.5 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,-0.5834071 ,-1.578516 ,-0.19605471 ,-0.0037421365 ,-9.5185576e-05 ,0.99992704 ,-0.011484195 ,-0.37530219588293545 ,1.5314808350563374 ,-0.15180738606580269 ,0.026890542096270044 ,0.9990239531381824 ,-0.026595765508794694 ,0.02281896270492287 ,0.12469780411706455 ,0.031480835056337364 ,-0.15180738606580269 ,-3.08959935561 ,0.0470410770831 ,-0.0525973089255
-1.0 ,1.5 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,-1.0486518 ,-1.6344733 ,-0.30812627 ,0.00074884 ,-0.0022759372 ,0.9997562 ,0.021949477 ,-0.8120350505489862 ,1.5782790862229776 ,-0.07505642025212911 ,-0.006696790547459085 ,0.9993065168129643 ,-0.02535855209051941 ,0.02643070728104941 ,0.18796494945101383 ,0.07827908622297763 ,-0.07505642025212911 ,-3.09046400615 ,0.0525092408344 ,0.0147455518263
-1.5 ,1.5 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,-1.5546577 ,-1.459376 ,-0.17850734 ,0.0015645946 ,-0.0004285621 ,0.99999833 ,-0.0008685586 ,-1.2961927767701884 ,1.3866813488879572 ,-0.20929156722902986 ,0.016132481781972845 ,0.9991274947502191 ,-0.026624519503245608 ,0.027841106783430034 ,0.2038072232298116 ,-0.11331865111204276 ,-0.20929156722902986 ,-3.08918071138 ,0.0565227615867 ,-0.0308084536271
-1.5 ,1.0 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-1.4969081 ,-0.96978116 ,-0.16016482 ,0.004290179 ,-0.0004224883 ,0.71186936 ,0.7022987 ,-1.2839143518891791 ,0.910593726874924 ,-0.199367335817624 ,-0.6909397198339793 ,0.7219366968276435 ,-0.037334576400380154 ,0.003979790740447044 ,0.21608564811082087 ,-0.08940627312507599 ,-0.199367335817624 ,-3.08208902455 ,-0.0458616445898 ,-0.0452359032348
-1.5 ,0.5 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-1.5022463 ,-0.47621137 ,-0.15911412 ,0.0021877442 ,0.0050320746 ,0.7201744 ,0.6937714 ,-1.3319621525372636 ,0.4296966051573401 ,-0.17656392148263333 ,-0.6820922438679088 ,0.7300118445818609 ,-0.042753259032745926 ,0.0022442075460176705 ,0.16803784746273642 ,-0.0703033948426599 ,-0.17656392148263333 ,-3.07596383114 ,-0.0550745744834 ,-0.0696520962527
-1.5 ,0.0 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-1.4876075 ,0.018020337 ,-0.19821283 ,0.0024119793 ,0.0024392814 ,0.71292627 ,0.7012306 ,-1.3631497551723104 ,-0.04924498180816139 ,-0.11616847266557673 ,-0.6897303988176915 ,0.7229482770204133 ,-0.04016576249891374 ,0.0021159449153306613 ,0.1368502448276896 ,-0.04924498180816139 ,-0.11616847266557673 ,-3.08047647038 ,-0.0523715946912 ,-0.0486207902834
-1.5 ,-0.5 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-1.4716136 ,0.5423772 ,-0.310888 ,-0.06337331 ,-0.014743617 ,0.7195303 ,0.69140625 ,-1.3990414334857144 ,-0.5537726970666077 ,0.012807369765475363 ,-0.6784844456556056 ,0.7315878703059415 ,-0.021910158892768688 ,-0.06291255806208755 ,0.10095856651428559 ,-0.0537726970666077 ,0.012807369765475363 ,3.08785502918 ,-0.122086593028 ,-0.0719993755378
-1.5 ,-1.0 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-1.5276526 ,1.0304867 ,-0.34521785 ,-0.054690555 ,-0.009947091 ,0.72674596 ,0.68465346 ,-1.495792029727888 ,-1.0290215830706861 ,0.06511771092368823 ,-0.6717356759935257 ,0.738336449038201 ,-0.02685366617093249 ,-0.05393839293454537 ,0.00420797027211206 ,-0.02902158307068614 ,0.06511771092368823 ,3.10855409697 ,-0.115986377028 ,-0.0924758612261
-1.5 ,-1.5 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-1.5329685 ,1.556414 ,-0.29780525 ,-0.008187683 ,0.0035039354 ,0.7289488 ,0.6845103 ,-1.5445354578814863 ,-1.5437715397839746 ,0.0472485734564958 ,-0.6724638294616968 ,0.7389508052655597 ,-0.04106173032357881 ,-0.007618383419367893 ,-0.04453545788148627 ,-0.04377153978397463 ,0.0472485734564958 ,-3.09102023129 ,-0.0665333541551 ,-0.0958270050703
-1.0 ,-1.5 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,-0.9750722 ,1.5249631 ,-0.24640137 ,-0.0033443957 ,0.007174517 ,0.0019513222 ,0.99996674 ,-1.0159993094489908 ,-1.4997201503137318 ,0.026039917358889664 ,0.9988300814782662 ,-0.017161140145473788 ,0.03341705179149764 ,0.030451013982982847 ,-0.01599930944899075 ,0.0002798496862681521 ,0.026039917358889664 ,3.08173543065 ,-0.0678531158501 ,-0.0323269658637
-0.5 ,-1.5 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,-0.47424722 ,1.4835024 ,-0.20656125 ,-0.0013818232 ,0.0049211867 ,0.005808571 ,0.9999701 ,-0.5406630417157225 ,-1.4469747393389532 ,0.012102952993759963 ,0.9988865279336381 ,-0.021024688338086968 ,0.03130008160175603 ,0.028354394451144474 ,-0.04066304171572255 ,0.05302526066104685 ,0.012102952993759963 ,3.08612203613 ,-0.0637659485787 ,-0.0403204136844
0.0 ,-1.5 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.05387767 ,1.4674499 ,-0.232332 ,-0.0021397688 ,0.0054130587 ,-0.0017989811 ,0.99998146 ,-0.04491379836077347 ,-1.4148789452693804 ,0.060521301679766326 ,0.9989810143473187 ,-0.01343019850638498 ,0.03157443794228279 ,0.029319236182247452 ,-0.04491379836077347 ,0.0851210547306196 ,0.060521301679766326 ,3.08371159974 ,-0.0639155634906 ,-0.0250352792779
0.5 ,-1.5 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.5535794 ,1.4267626 ,-0.20718652 ,-0.0027105354 ,0.006055203 ,-0.0013018149 ,0.9999772 ,0.4286328407609963 ,-1.3621772657719189 ,0.05995811797874273 ,0.9989368115592261 ,-0.013924497548390959 ,0.03222064355830612 ,0.029886200973033315 ,-0.07136715923900372 ,0.1378227342280811 ,0.05995811797874273 ,3.08262151518 ,-0.0652513685986 ,-0.0259516158532
1.0 ,-1.5 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.1242311 ,1.2728925 ,-0.24224739 ,-0.00316663 ,-0.00022990647 ,-0.046416685 ,0.9989171 ,0.9758919740314911 ,-1.194170189248152 ,0.11220577363323603 ,0.9987213749365238 ,0.03098726061152131 ,0.0246854991999859 ,0.03140113141179391 ,-0.024108025968508917 ,0.305829810751848 ,0.11220577363323603 ,3.0772241945 ,-0.0473795257429 ,0.0635596492408
1.5 ,-1.5 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,1.5410389 ,1.4607048 ,-0.27358788 ,0.0015520293 ,0.0025509587 ,-0.7107873 ,0.7034007 ,1.3491465794536674 ,-1.363534182405582 ,0.1702010403626888 ,0.7136812702345675 ,0.6995336222472036 ,0.0018073988317727713 ,0.0361730448199197 ,-0.15085342054633255 ,0.136465817594418 ,0.1702010403626888 ,3.08734274971 ,0.0480471930392 ,-0.0213251138385
