floor_x ,floor_y ,floor_z ,floor_qx ,floor_qy ,floor_qz ,floor_qw ,est_cam_x ,est_cam_y ,est_cam_z ,est_cam_qx ,est_cam_qy ,est_cam_qz ,est_cam_qw ,est_rb_x ,est_rb_y ,est_rb_z ,est_rb_qx ,est_rb_qy ,est_rb_qz ,est_rb_qw ,est_cam-est_rb_x ,est_cam-est_rb_y ,est_cam-est_rb_z ,est_cam-est_rb_roll ,est_cam-est_rb_pitch ,est_cam-est_rb_yaw
1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,0.9987944368547468 ,-0.005503939723634055 ,-0.01324913695861163 ,0.7142566307411421 ,0.6998316734870034 ,0.005522823177070751 ,-0.0065263045321944085 ,0.976320227533452 ,0.04381459044568753 ,0.028627630698081608 ,0.7191614806771172 ,0.6938796028670032 ,0.001646012131938292 ,0.03653973288747278 ,0.022474209321294736 ,-0.049318530169321584 ,-0.04187676765669324 ,0.0558293645391 ,0.0661974582558 ,-0.0131077736465
1.0 ,0.5 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,1.0153316416389266 ,0.5282795394598392 ,0.013503983679509002 ,0.7073359774597038 ,0.706758832886621 ,-0.004269013379259267 ,0.012228763332193061 ,0.9446369512008506 ,0.5629697240259866 ,0.003076955997074693 ,0.6960866502139189 ,0.7170022033993626 ,-0.00028063163449423904 ,0.03702886658149329 ,0.07069469043807608 ,-0.034690184566147364 ,0.010427027682434309 ,0.0415355841684 ,0.0286319815062 ,0.0306882974284
1.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,0.9999999953667211 ,1.0000000325847689 ,5.324579288590314e-08 ,0.7092072857549245 ,0.704786315845551 ,0.017281940925136973 ,0.0016153472839827844 ,0.9999999263460104 ,0.9999999454085882 ,-8.239953830369018e-09 ,0.7008207007032091 ,0.7122448840578393 ,-0.0004916572355877536 ,0.039463006378896756 ,6.902071070236104e-08 ,8.717618071862887e-08 ,6.148574671627216e-08 ,0.0293963835461 ,0.0779133817786 ,0.0249334455552
0.5 ,1.0 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,0.5070704262757737 ,1.0090873111632013 ,-0.012965896531957455 ,0.009439176379329414 ,0.9999023681425735 ,-0.007031006816743335 ,-0.007531339541942713 ,0.47201630115270055 ,0.9687478652605034 ,-0.003884828456097056 ,0.009014525863839211 ,0.9993458457344898 ,-0.02835398348401061 ,0.020558953214018672 ,0.035054125123073154 ,0.04033944590269789 ,-0.009081068075860399 ,-0.0421759971285 ,0.0565727883405 ,-0.00107090102312
0.0 ,1.0 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,0.00828010174572491 ,1.015439823751765 ,-0.004978469973962341 ,0.007387519268964592 ,0.9997862042769923 ,-0.01877795330107865 ,0.004512068957515146 ,0.005212503453503992 ,0.9749864943397257 ,-0.008400413688393449 ,0.02626838052100561 ,0.9989057201198179 ,-0.03048239450366965 ,0.023836067671374948 ,0.003067598292220919 ,0.040453329412039274 ,0.0034219437144311082 ,-0.0240625656282 ,0.0376562660184 ,-0.0388518367791
-0.5 ,1.0 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,-0.47610999057798575 ,0.9814284729807454 ,-0.040836330043296565 ,0.005705081201292403 ,0.9998695572720124 ,-0.003380540385127477 ,-0.014727268445350954 ,-0.5024379834887909 ,1.0343645427620687 ,0.007497205082624969 ,0.05011709176789307 ,0.9976944440133495 ,-0.029866222075556163 ,0.03467105819780618 ,0.02632799291080512 ,-0.05293606978132326 ,-0.048333535125921534 ,-0.0557035098834 ,0.0963192350123 ,-0.092806560149
-1.0 ,1.0 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,-1.0000001817938569 ,1.0000000321372586 ,5.177844308867918e-08 ,-0.007223883292498462 ,0.9999518574143095 ,0.004610208158137428 ,-0.004779575774839849 ,-1.0000001693924108 ,0.9999999398811069 ,-1.0646189263496808e-08 ,0.027567345949479877 ,0.9982993355902591 ,-0.03495621817130316 ,0.03763696067045377 ,-1.2401446092269452e-08 ,9.22561517180398e-08 ,6.242463235217599e-08 ,-0.082521225878 ,0.0816990106896 ,-0.0730484387185
-1.0 ,0.5 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-0.999826600143958 ,0.494216158780364 ,-0.0020475717918755354 ,-0.7057930777762162 ,0.7084055502263336 ,-0.004015148555517044 ,0.0012595053705738853 ,-1.0269787968847575 ,0.4147293224729388 ,0.08166171559578472 ,-0.6725579306036696 ,0.7396427712881253 ,-0.023844773575002205 ,0.005082089775684657 ,0.027152196740799495 ,0.0794868363074252 ,-0.08370928738766026 ,-0.0322525928702 ,-0.0244137641536 ,-0.0908192054341
-1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-0.9998791357305261 ,0.004700995106228678 ,0.006253760652136453 ,-0.6983909431936808 ,0.7154846464183197 ,0.00033644874661074555 ,0.018212578261574866 ,-1.0883719119375648 ,-0.08167736686141502 ,0.1736288275956973 ,-0.6323308623761056 ,0.7505020476267016 ,0.02837837700979116 ,-0.18999743343821623 ,0.08849277620703866 ,0.0863783619676437 ,-0.16737506694356086 ,0.355945389369 ,-0.231859215392 ,-0.18990698597
-1.0 ,-0.5 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-1.0243174538062791 ,-0.4998631228707272 ,0.008255249104346163 ,0.7090275879516791 ,-0.705082666363561 ,-0.0033345337278438397 ,-0.011278031827086058 ,-1.2100857770509181 ,-0.549398377607796 ,0.3171018042342981 ,-0.6476114605021958 ,0.7568969323294168 ,-0.03479349498931668 ,-0.08059679126962332 ,0.185768323244639 ,0.04953525473706877 ,-0.30884655512995196 ,0.0904581134659 ,-0.177837193845 ,-0.168875340669
-1.0 ,-1.0 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-1.026853588032255 ,-0.998052210912951 ,0.018422743216842674 ,-0.7023235907381913 ,0.7118497809853973 ,-0.0030403806644435983 ,-0.0014897278512324176 ,-1.245568084803847 ,-1.0479594592108217 ,0.33617164309149317 ,-0.6605975779696066 ,0.7490974614643318 ,-0.02253970517144107 ,-0.04422436996914899 ,0.21871449677159216 ,0.04990724829787063 ,-0.3177488998746505 ,0.0376067909229 ,-0.0864267680913 ,-0.113331693152
-0.5 ,-1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,-0.5102871696060598 ,-0.958918268333288 ,-0.009271102681397414 ,0.9999115257440104 ,-0.01286268611152384 ,0.0026358005870714732 ,0.002131793973756863 ,-0.7218532269189728 ,-1.0785245546484437 ,0.3890651849515203 ,0.9950065490596394 ,-0.09036265983403713 ,0.031199820365016052 ,0.02869021166419192 ,0.211566057312913 ,0.11960628631515569 ,-0.39833628763291773 ,0.057178523283 ,-0.0532146256136 ,-0.156890858265
0.0 ,-1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,4.519016638671047e-08 ,-0.9999999927428425 ,5.330383556767515e-08 ,0.9998775818022806 ,-0.007613173378763117 ,-0.0027607207016414176 ,-0.01338803277319297 ,-6.505174643400835e-08 ,-1.0000000963557243 ,-4.217456911481676e-09 ,0.9990326854649505 ,-0.01876786455433525 ,0.02829220762044293 ,0.027946585135238875 ,1.1024191282071882e-07 ,1.0361288182991757e-07 ,5.752129247915683e-08 ,0.0829260992274 ,-0.0620818720118 ,-0.0243222397659
0.5 ,-1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.5267563399985582 ,-1.0405940950710362 ,0.055545787680622905 ,0.9992045469667326 ,-0.0001911618491083149 ,-0.03490959180106104 ,-0.019275818489430323 ,0.45869060336683654 ,-0.9925256928853079 ,0.03858867154138279 ,0.9991888868383678 ,-0.0189813659563756 ,0.029847654574991864 ,0.01924561460451137 ,0.06806573663172166 ,-0.048068402185728276 ,0.016957116139240114 ,0.0786025341687 ,-0.128684391266 ,-0.0429202359791
1.0 ,-1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0619264822330545 ,-1.0528570179441332 ,0.08251348255712943 ,0.9997074076606424 ,-0.012228972223906896 ,-0.012081531400071665 ,-0.017017282562556947 ,0.9304727987661514 ,-0.9731160037602539 ,0.06263710021838298 ,0.9991961605773647 ,-0.020517750806675214 ,0.030709193271121205 ,0.015588458484571835 ,0.13145368346690312 ,-0.07974101418387936 ,0.019876382338746446 ,0.0648080317301 ,-0.0860928417419 ,-0.0187324346955
1.5 ,-1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.586747529759507 ,-1.0311795455267705 ,0.0831788538840974 ,-0.6255270710305321 ,0.002856604851390923 ,0.6549064961314434 ,0.42403443791928297 ,1.4107589888859438 ,-0.8947410476437551 ,0.08821456504864944 ,0.9989062408859732 ,0.004466860204331149 ,0.0272207110970631 ,0.03775449597517516 ,0.1759885408735633 ,-0.13643849788301543 ,-0.005035711164552037 ,2.07819656688 ,-0.90185243545 ,-1.40293863665
1.5 ,-0.5 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,1.4963718919542288 ,-0.4813113012004566 ,0.01062871357523143 ,0.7199828117470307 ,0.6933421124558066 ,0.019595580956312315 ,0.02274816676447123 ,1.502568902528835 ,-0.3559300082453063 ,0.13795211941088814 ,0.7270745501712972 ,0.6856765551347483 ,0.003956909793448923 ,0.034563030779097365 ,-0.006197010574606088 ,-0.12538129295515033 ,-0.1273234058356567 ,-0.00508727194647 ,0.0394835911493 ,-0.0198022669627
1.5 ,0.0 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,1.5094209403982835 ,0.028071652505642336 ,-0.0012256416120117741 ,0.7117687738297217 ,0.701487600360635 ,0.027237700778290304 ,0.023631902113976908 ,1.486974807867553 ,0.09837136088645809 ,-0.037964819550918905 ,0.7168815084947426 ,0.6961251555578327 ,0.006294838400909338 ,0.03809259229025653 ,0.022446132530730356 ,-0.07029970838081576 ,0.03673917793890713 ,-0.00908502822562 ,0.0505797049756 ,-0.0132632941083
1.5 ,0.5 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,1.5489895464665535 ,0.5395172125154775 ,0.04030386524116425 ,0.702963677057957 ,0.7105440689850989 ,0.016087788217485986 ,0.0266529142407399 ,1.5208951002628828 ,0.6033673570715397 ,-0.10453339552782914 ,0.7145922774492219 ,0.6987266013205874 ,0.004321664682976706 ,0.03347143306288862 ,0.028094446203670742 ,-0.0638501445560622 ,0.1448372607689934 ,-0.00781502204756 ,0.0271141235406 ,-0.0324037483293
1.5 ,1.0 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,1.5552333995000354 ,1.0732192563214453 ,0.06606718170609116 ,0.6910043175116949 ,0.7225234608850069 ,0.01246993466344659 ,0.017815228890987585 ,1.5617643473275826 ,1.1065722295736327 ,-0.08928204467568746 ,0.6985328860664738 ,0.7145168699945471 ,0.0006291709327324245 ,0.03894937381750432 ,-0.006530947827547262 ,-0.033352973252187335 ,0.15534922638177862 ,0.0115402201059 ,0.0475042824098 ,-0.0207278375833
1.5 ,1.5 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,1.5228560775158917 ,1.5095946623246073 ,0.034468010292822315 ,0.7178699795510944 ,0.6960019832414105 ,0.015565033769765238 ,0.0012889946009182391 ,1.5618206072573841 ,1.5125371100041687 ,-0.10600530507998185 ,0.7245576170905087 ,0.6882761869452366 ,-0.0033373893975531775 ,0.03579122563224297 ,-0.03896452974149245 ,-0.002942447679561422 ,0.14047331537280416 ,0.0227681744424 ,0.0756301250553 ,-0.0184325776137
1.0 ,1.5 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,1.0098129761910142 ,1.5102143814885496 ,0.0215750277227309 ,0.004439876308377687 ,0.9998510555883059 ,0.012602527678472326 ,0.010923847006910055 ,1.069115752688367 ,1.499721134730192 ,-0.11145448426763904 ,0.011714644251235189 ,0.9993564449919257 ,-0.027826993037749874 ,0.01936805157068033 ,-0.05930277649735283 ,0.01049324675835761 ,0.13302951199036994 ,-0.081064937877 ,0.0168801239772 ,-0.0141518578681
0.5 ,1.5 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,0.463902031536209 ,1.4837207460106883 ,-0.003016694660421315 ,0.008849663969749245 ,0.9998230523373093 ,0.016333776187643957 ,0.0029589217597416444 ,0.566911246113988 ,1.525710757520048 ,-0.11852699909785436 ,0.020287532275536847 ,0.9993027133507324 ,-0.02442940189124947 ,0.01963943602216692 ,-0.103009214577779 ,-0.04199001150935966 ,0.11551030443743304 ,-0.081700575255 ,0.0335261453966 ,-0.0234872008719
0.0 ,1.5 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,-0.04277111787703225 ,1.465539000997926 ,-0.018659909388251794 ,-0.00835649317620143 ,0.9997316707708686 ,0.02089374665375716 ,0.005496074076335627 ,0.03781526563964288 ,1.4902454355822183 ,-0.13824514353345851 ,0.008308137805970927 ,0.9994117786957699 ,-0.026585314497089025 ,0.02000731124978029 ,-0.08058638351667513 ,-0.024706434584292447 ,0.11958523414520672 ,-0.0958622206146 ,0.0273503893698 ,-0.033540117506
-0.5 ,1.5 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,-0.4895700171174573 ,1.468168053443815 ,0.00040287212817968765 ,-0.010320197282045385 ,0.9998661616586271 ,0.012536924948181394 ,-0.001994445022491811 ,-0.37530219588293545 ,1.5314808350563374 ,-0.15180738606580269 ,0.026890542096270044 ,0.9990239531381824 ,-0.026595765508794694 ,0.02281896270492287 ,-0.11426782123452184 ,-0.0633127816125223 ,0.15221025819398237 ,-0.0804720794802 ,0.0467660249862 ,-0.0759080835741
-1.0 ,1.5 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,-1.0173569012904609 ,1.5011248556808123 ,0.020082370012662665 ,-0.014749647258243317 ,0.9997529135443569 ,0.016259655443320743 ,-0.0034904684773503086 ,-0.8120350505489862 ,1.5782790862229776 ,-0.07505642025212911 ,-0.006696790547459085 ,0.9993065168129643 ,-0.02535855209051941 ,0.02643070728104941 ,-0.2053218507414747 ,-0.0771542305421653 ,0.09513879026479177 ,-0.0846118801597 ,0.0581649010003 ,-0.017889428364
-1.5 ,1.5 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,-1.5327641042177242 ,1.5087993159910125 ,0.0424864996622647 ,0.003685741248408204 ,0.9999389743991571 ,0.008496026212007596 ,-0.006023315334306311 ,-1.2961927767701884 ,1.3866813488879572 ,-0.20929156722902986 ,0.016132481781972845 ,0.9991274947502191 ,-0.026624519503245608 ,0.027841106783430034 ,-0.23657132744753584 ,0.12211796710305522 ,0.25177806689129456 ,-0.0707977552885 ,0.0672857164825 ,-0.0271594821778
-1.5 ,1.0 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-1.4988081408224259 ,0.9998126939960923 ,0.019557193566662967 ,-0.7046188661063134 ,0.7092823079481605 ,0.020715176272883603 ,-0.0013200874091086297 ,-1.2839143518891791 ,0.910593726874924 ,-0.199367335817624 ,-0.6909397198339793 ,0.7219366968276435 ,-0.037334576400380154 ,0.003979790740447044 ,-0.21489378893324673 ,0.08921896712116828 ,0.21892452938428697 ,-0.0891358674618 ,-0.0752990649903 ,-0.0338771819644
-1.5 ,0.5 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-1.489797434541747 ,0.5270714817320209 ,0.015587000970262554 ,-0.696405311004138 ,0.7173437928864518 ,0.01801497060030632 ,-0.010629508303705336 ,-1.3319621525372636 ,0.4296966051573401 ,-0.17656392148263333 ,-0.6820922438679088 ,0.7300118445818609 ,-0.042753259032745926 ,0.0022442075460176705 ,-0.1578352820044835 ,0.0973748765746808 ,0.1921509224528959 ,-0.104192903735 ,-0.0673497451654 ,-0.0355714034194
-1.5 ,0.0 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-1.486143132089561 ,0.009017785496943764 ,0.0069166526719413035 ,0.7094583261740406 ,-0.7040567618050957 ,-0.031057798912730892 ,0.0028935627776225954 ,-1.3631497551723104 ,-0.04924498180816139 ,-0.11616847266557673 ,-0.6897303988176915 ,0.7229482770204133 ,-0.04016576249891374 ,0.0021159449153306613 ,-0.12299337691725065 ,0.058262767305105156 ,0.12308512533751803 ,-0.106290972299 ,-0.0955115220989 ,-0.0497475291029
-1.5 ,-0.5 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-1.531679388723728 ,-0.5032567828597307 ,0.041110593589714695 ,-0.705158386461623 ,0.7088367517670705 ,0.016226347413415068 ,0.006230168277667808 ,-1.3990414334857144 ,-0.5537726970666077 ,0.012807369765475363 ,-0.6784844456556056 ,0.7315878703059415 ,-0.021910158892768688 ,-0.06291255806208755 ,-0.1326379552380137 ,0.050515914206876955 ,0.028303223824239332 ,0.048195759334 ,-0.149699738546 ,-0.0755222733162
-1.5 ,-1.0 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-1.5447706882446002 ,-1.0108570082628097 ,0.0470084186758426 ,-0.7023275691078102 ,0.7117087959348496 ,0.01434370626788551 ,-0.000912989912961413 ,-1.495792029727888 ,-1.0290215830706861 ,0.06511771092368823 ,-0.6717356759935257 ,0.738336449038201 ,-0.02685366617093249 ,-0.05393839293454537 ,-0.04897865851671224 ,0.018164574807876477 ,-0.018109292247845632 ,0.0207331738972 ,-0.131768124526 ,-0.0841196197397
-1.5 ,-1.5 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-1.5085405444119182 ,-1.463473987762929 ,0.015261229755759276 ,-0.6958739691942404 ,0.7180407700689275 ,0.0007272944587393822 ,-0.013279403580163909 ,-1.5445354578814863 ,-1.5437715397839746 ,0.0472485734564958 ,-0.6724638294616968 ,0.7389508052655597 ,-0.04106173032357881 ,-0.007618383419367893 ,0.03599491346956807 ,0.0802975520210456 ,-0.031987343700736526 ,-0.0657637988813 ,-0.0515428106318 ,-0.0621927604933
-1.0 ,-1.5 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,-0.9975918539312414 ,-1.4590157090995084 ,-0.019474150051991268 ,0.999414594916257 ,-0.022306836633655333 ,-0.01761092700824168 ,0.019045413035266936 ,-1.0159993094489908 ,-1.4997201503137318 ,0.026039917358889664 ,0.9988300814782662 ,-0.017161140145473788 ,0.03341705179149764 ,0.030451013982982847 ,0.01840745551774936 ,0.04070444121422345 ,-0.04551406741088093 ,0.0203990028113 ,-0.102801719714 ,0.00687527757504
-0.5 ,-1.5 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,-0.5181190252196204 ,-1.5106000113355795 ,0.014476485122375093 ,0.9996009874707635 ,-0.01955971791797315 ,0.0022444876415543048 ,0.020254519438153904 ,-0.5406630417157225 ,-1.4469747393389532 ,0.012102952993759963 ,0.9988865279336381 ,-0.021024688338086968 ,0.03130008160175603 ,0.028354394451144474 ,0.02254401649610216 ,-0.06362527199662638 ,0.00237353212861513 ,0.0152313054057 ,-0.0583242469895 ,-0.00454355133034
0.0 ,-1.5 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0009122006953311557 ,-1.4959007722223479 ,0.0025405523771069305 ,0.9996644009559615 ,-0.008876159759246813 ,0.0018550723508379394 ,0.024266395609151226 ,-0.04491379836077347 ,-1.4148789452693804 ,0.060521301679766326 ,0.9989810143473187 ,-0.01343019850638498 ,0.03157443794228279 ,0.029319236182247452 ,0.04582599905610463 ,-0.08102182695296745 ,-0.057980749302659396 ,0.00995039290438 ,-0.0592463574059 ,-0.010840426366
0.5 ,-1.5 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.5028696087244162 ,-1.5655362650175206 ,0.05846117858226907 ,0.9994240265549501 ,-0.01821121699373907 ,-0.018455717635463637 ,0.021894136357879807 ,0.4286328407609963 ,-1.3621772657719189 ,0.05995811797874273 ,0.9989368115592261 ,-0.013924497548390959 ,0.03222064355830612 ,0.029886200973033315 ,0.07423676796341994 ,-0.20335899924560175 ,-0.0014969393964736621 ,0.0140559187294 ,-0.101839437241 ,0.00532836457364
1.0 ,-1.5 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.051737823041668 ,-1.5762263543662305 ,0.07813695416968902 ,0.999953389947008 ,0.0010423720607225804 ,-0.0029286824317634034 ,0.009140799373553917 ,0.9758919740314911 ,-1.194170189248152 ,0.11220577363323603 ,0.9987213749365238 ,0.03098726061152131 ,0.0246854991999859 ,0.03140113141179391 ,0.07584584901017699 ,-0.3820561651180785 ,-0.034068819463547007 ,0.0431585008784 ,-0.0570169496925 ,0.0580699975925
1.5 ,-1.5 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,1.5359905324968188 ,-1.4995607454281539 ,0.0667393979743034 ,0.7138087767607159 ,0.700196200122812 ,0.005140981593030419 ,0.01326204589063323 ,1.3491465794536674 ,-1.363534182405582 ,0.1702010403626888 ,0.7136812702345675 ,0.6995336222472036 ,0.0018073988317727713 ,0.0361730448199197 ,0.18684395304315138 ,-0.13602656302257188 ,-0.1034616423883854 ,0.028057060511 ,0.0368644132513 ,7.37687473623e-05
