floor_x ,floor_y ,floor_z ,floor_qx ,floor_qy ,floor_qz ,floor_qw ,camera_x ,camera_y ,camera_z ,camera_qx ,camera_qy ,camera_qz ,camera_qw ,est_cam_x ,est_cam_y ,est_cam_z ,est_cam_qx ,est_cam_qy ,est_cam_qz ,est_cam_qw ,est_cam-floor_x ,est_cam-floor_y ,est_cam-floor_z ,est_cam-floor_roll ,est_cam-floor_pitch ,est_cam-floor_yaw
-1.0 ,1.5 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,-1.0704682 ,1.516796 ,1.5315368 ,-0.014559328 ,0.99972755 ,0.016655428 ,-0.007442879 ,-1.0173569012904609 ,1.5011248556808123 ,0.020082370012662665 ,-0.014749647258243317 ,0.9997529135443569 ,0.016259655443320743 ,-0.0034904684773503086 ,-0.017356901290460858 ,0.0011248556808123311 ,0.020082370012662665 ,3.10897193748 ,-0.00649960945756 ,0.0296103779854
-1.5 ,1.5 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,-1.6033444 ,1.5265472 ,1.5599643 ,0.0038443368 ,0.99990386 ,0.008819233 ,-0.009983644 ,-1.5327641042177242 ,1.5087993159910125 ,0.0424864996622647 ,0.003685741248408204 ,0.9999389743991571 ,0.008496026212007596 ,-0.006023315334306311 ,-0.032764104217724244 ,0.008799315991012469 ,0.0424864996622647 ,3.12464398499 ,-0.0121088197284 ,-0.00726936851402
-1.5 ,1.0 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-1.5669606 ,0.9948844 ,1.5345498 ,-0.7044416 ,0.709354 ,0.02374491 ,-0.0038889805 ,-1.4988081408224259 ,0.9998126939960923 ,0.019557193566662967 ,-0.7046188661063134 ,0.7092823079481605 ,0.020715176272883603 ,-0.0013200874091086297 ,0.0011918591775741394 ,-0.0001873060039077057 ,0.019557193566662967 ,3.11032976092 ,0.0273233784066 ,-0.00702370118887
-1.5 ,0.5 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-1.5563176 ,0.5011457 ,1.5298437 ,-0.6962409 ,0.7173784 ,0.021016095 ,-0.013233366 ,-1.489797434541747 ,0.5270714817320209 ,0.015587000970262554 ,-0.696405311004138 ,0.7173437928864518 ,0.01801497060030632 ,-0.010629508303705336 ,0.010202565458252932 ,0.027071481732020897 ,0.015587000970262554 ,3.10092873237 ,0.00984157767068 ,-0.029819175506
-1.5 ,0.0 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-1.5511243 ,-0.039893728 ,1.5200719 ,0.7092413 ,-0.7041194 ,-0.034105055 ,0.0054388028 ,-1.486143132089561 ,0.009017785496943764 ,0.0069166526719413035 ,0.7094583261740406 ,-0.7040567618050957 ,-0.031057798912730892 ,0.0028935627776225954 ,0.013856867910438941 ,0.009017785496943764 ,0.0069166526719413035 ,3.09369740772 ,0.0400046327034 ,0.00668437633032
-1.5 ,-0.5 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-1.596455 ,-0.5747617 ,1.5570046 ,-0.7049964 ,0.7089399 ,0.019257143 ,0.0036625918 ,-1.531679388723728 ,-0.5032567828597307 ,0.041110593589714695 ,-0.705158386461623 ,0.7088367517670705 ,0.016226347413415068 ,0.006230168277667808 ,-0.03167938872372811 ,-0.0032567828597307447 ,0.041110593589714695 ,3.12736786567 ,0.0317219543499 ,-0.00542842769592
-1.5 ,-1.0 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-1.6084858 ,-1.1048377 ,1.5631125 ,-0.70217514 ,0.71178395 ,0.017365182 ,-0.003493078 ,-1.5447706882446002 ,-1.0108570082628097 ,0.0470084186758426 ,-0.7023275691078102 ,0.7117087959348496 ,0.01434370626788551 ,-0.000912989912961413 ,-0.044770688244600176 ,-0.010857008262809664 ,0.0470084186758426 ,3.11988757404 ,0.0188495110051 ,-0.0134731052352
-1.5 ,-1.5 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-1.5699873 ,-1.5776317 ,1.5281963 ,-0.69577885 ,0.7180706 ,0.0037270233 ,-0.015888376 ,-1.5085405444119182 ,-1.463473987762929 ,0.015261229755759276 ,-0.6958739691942404 ,0.7180407700689275 ,0.0007272944587393822 ,-0.013279403580163909 ,-0.008540544411918205 ,0.03652601223707097 ,0.015261229755759276 ,3.12206219085 ,-0.0180590773679 ,-0.0311762857897
-1.0 ,-1.5 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,-1.0418625 ,-1.5746878 ,1.4864954 ,0.99934053 ,-0.022352235 ,-0.021578863 ,0.018794442 ,-0.9975918539312414 ,-1.4590157090995084 ,-0.019474150051991268 ,0.999414594916257 ,-0.022306836633655333 ,-0.01761092700824168 ,0.019045413035266936 ,0.00240814606875861 ,0.040984290900491605 ,-0.019474150051991268 ,3.10270569304 ,0.03435830869 ,-0.0453005899985
-0.5 ,-1.5 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,-0.5455421 ,-1.6302155 ,1.5191985 ,0.9996063 ,-0.019607067 ,-0.0017235712 ,0.019995118 ,-0.5181190252196204 ,-1.5106000113355795 ,0.014476485122375093 ,0.9996009874707635 ,-0.01955971791797315 ,0.0022444876415543048 ,0.020254519438153904 ,-0.018119025219620388 ,-0.010600011335579529 ,0.014476485122375093 ,3.10117601573 ,-0.00527955402602 ,-0.0390233518926
0.0 ,-1.5 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,-0.008892527 ,-1.6166205 ,1.5020642 ,0.9996709 ,-0.008907582 ,-0.0021101425 ,0.02396458 ,0.0009122006953311557 ,-1.4959007722223479 ,0.0025405523771069305 ,0.9996644009559615 ,-0.008876159759246813 ,0.0018550723508379394 ,0.024266395609151226 ,0.0009122006953311557 ,0.004099227777652148 ,0.0025405523771069305 ,3.09308965101 ,-0.00413969621279 ,-0.017657398842
0.5 ,-1.5 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.5109217 ,-1.6910926 ,1.5582995 ,0.9993481 ,-0.018245082 ,-0.022422666 ,0.021626811 ,0.5028696087244162 ,-1.5655362650175206 ,0.05846117858226907 ,0.9994240265549501 ,-0.01821121699373907 ,-0.018455717635463637 ,0.021894136357879807 ,0.002869608724416217 ,-0.06553626501752063 ,0.05846117858226907 ,3.09711376419 ,0.0361005783743 ,-0.0372424681704
1.0 ,-1.5 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0787728 ,-1.7041377 ,1.5750457 ,0.9999371 ,0.00095254375 ,-0.006889739 ,0.008799116 ,1.051737823041668 ,-1.5762263543662305 ,0.07813695416968902 ,0.999953389947008 ,0.0010423720607225804 ,-0.0029286824317634034 ,0.009140799373553917 ,0.051737823041668074 ,-0.07622635436623049 ,0.07813695416968902 ,3.12331667961 ,0.00587618189609 ,0.00203114241798
1.5 ,-1.5 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,1.5792803 ,-1.6257098 ,1.558823 ,0.7139169 ,0.7001508 ,0.002548304 ,0.010248855 ,1.5359905324968188 ,-1.4995607454281539 ,0.0667393979743034 ,0.7138087767607159 ,0.700196200122812 ,0.005140981593030419 ,0.01326204589063323 ,0.03599053249681883 ,0.00043925457184612604 ,0.0667393979743034 ,3.11545550792 ,0.0112329489382 ,-0.0194001440423
