floor_x ,floor_y ,floor_z ,floor_qx ,floor_qy ,floor_qz ,floor_qw ,camera_x ,camera_y ,camera_z ,camera_qx ,camera_qy ,camera_qz ,camera_qw ,est_cam_x ,est_cam_y ,est_cam_z ,est_cam_qx ,est_cam_qy ,est_cam_qz ,est_cam_qw ,est_cam-floor_x ,est_cam-floor_y ,est_cam-floor_z ,est_cam-floor_roll ,est_cam-floor_pitch ,est_cam-floor_yaw
0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,-0.021677453 ,-0.044557452 ,1.5429474 ,0.9995223 ,-0.016060412 ,0.012927868 ,0.023022579 ,-0.007573168075031056 ,0.009389145040280163 ,0.03931329707432352 ,0.9994575074392005 ,-0.01602015216440078 ,0.016894667721682 ,0.023294114076816464 ,-0.007573168075031056 ,0.009389145040280163 ,0.03931329707432352 ,3.09552727858 ,-0.0345242134333 ,-0.0312595453195
0.5 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.4878303 ,-0.029615887 ,1.5107298 ,0.99913186 ,-0.012584402 ,-0.0358803 ,-0.017021958 ,0.4853348460364302 ,0.025282819095599644 ,0.013213485638342348 ,0.999273406648229 ,-0.012402079547695457 ,-0.031920920819582824 ,-0.016730272041003965 ,-0.014665153963569821 ,0.025282819095599644 ,0.013213485638342348 ,-3.10887485143 ,0.0642546400316 ,-0.0237693295473
0.5 ,0.5 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,0.5327093 ,0.4742984 ,1.4967953 ,0.70919436 ,0.7039647 ,-0.038398206 ,0.0016195856 ,0.5301758489470771 ,0.5079310330969344 ,0.0003271305363836685 ,0.7092508677494214 ,0.7040298619715706 ,-0.035826289964031616 ,0.004651558491219404 ,0.030175848947077144 ,0.007931033096934437 ,0.0003271305363836685 ,-3.09765887485 ,0.057400842722 ,-0.00612699007688
0.0 ,0.5 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,0.011923291 ,0.49095193 ,1.5369126 ,0.0021830106 ,0.99781173 ,-0.06605356 ,0.0019618962 ,0.02638707800036122 ,0.5222601109413987 ,0.033637904187843626 ,0.0023171969760306128 ,0.9977741105235695 ,-0.06638053532272763 ,0.005922794723968791 ,0.02638707800036122 ,0.02226011094139868 ,0.033637904187843626 ,-3.00875447153 ,0.0121271532767 ,-0.00383814080315
-0.5 ,0.5 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,-0.48909608 ,0.48103848 ,1.516231 ,0.008532179 ,0.99910265 ,-0.03522931 ,0.02190958 ,-0.4578954318959447 ,0.5111749201427243 ,0.010823160639817475 ,0.008537347638267726 ,0.9989971660246307 ,-0.03552928100130592 ,0.025873657677063247 ,0.04210456810405527 ,0.011174920142724254 ,0.010823160639817475 ,-3.07089156218 ,0.0523259478822 ,-0.0152405633699
-0.5 ,0.0 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-0.52490187 ,-0.02176959 ,1.5271125 ,-0.6990432 ,0.7142488 ,-0.02328064 ,0.025402183 ,-0.4939376202796284 ,0.029612646227391015 ,0.020948965258960506 ,-0.6990447725928529 ,0.714045890624366 ,-0.02628655000248629 ,0.027998022823571216 ,0.006062379720371602 ,0.029612646227391015 ,0.020948965258960506 ,-3.06483354914 ,0.00323280117908 ,-0.0211067106566
-0.5 ,-0.5 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-0.53383404 ,-0.53845704 ,1.503443 ,-0.7023899 ,0.7102544 ,0.012857329 ,0.044964183 ,-0.5037692789479133 ,-0.46517634523691564 ,-0.0007065221497910557 ,-0.7025406601277914 ,0.7099858228075254 ,0.009841709950502075 ,0.047538332162355104 ,-0.003769278947913346 ,0.034823654763084355 ,-0.0007065221497910557 ,-3.08857197219 ,0.0814214199187 ,-0.00838131990175
0.0 ,-0.5 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,-0.02118965 ,-0.5532388 ,1.5095141 ,0.9982904 ,-0.010237634 ,-0.016970024 ,-0.05498617 ,-0.008200958870808406 ,-0.4777101049761546 ,0.008682607701385514 ,0.9983695563797312 ,-0.009898705954804035 ,-0.013019737867260102 ,-0.054687575740990285 ,-0.008200958870808406 ,0.022289895023845374 ,0.008682607701385514 ,-3.03239674953 ,0.027083003027 ,-0.0183488556973
0.5 ,-0.5 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.4924988 ,-0.55444574 ,1.4979911 ,0.99909663 ,-0.007167326 ,-0.030058553 ,-0.029171761 ,0.4885476889269258 ,-0.4772531315567081 ,0.0017824430191650809 ,0.9992185426170805 ,-0.0069349690634645965 ,-0.02610272833733706 ,-0.02885927697696798 ,-0.011452311073074206 ,0.02274686844329188 ,0.0017824430191650809 ,-3.08417035379 ,0.0525891736582 ,-0.0123699039438
1.0 ,-0.5 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.99276155 ,-0.55767584 ,1.4642338 ,0.99966097 ,-0.022642344 ,0.009804244 ,-0.008315849 ,0.9724804756334862 ,-0.47878956091087344 ,-0.02579925114495829 ,0.9996199116824018 ,-0.022478953318913444 ,0.013769855630666971 ,-0.008069690307800118 ,-0.027519524366513837 ,0.021210439089126565 ,-0.02579925114495829 ,-3.12483337379 ,-0.0271697900104 ,-0.0451951146999
1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,1.018724 ,-0.06349501 ,1.4779179 ,0.7143595 ,0.6997077 ,0.0029307592 ,-0.009537998 ,0.9987944368547468 ,-0.005503939723634055 ,-0.01324913695861163 ,0.7142566307411421 ,0.6998316734870034 ,0.005522823177070751 ,-0.0065263045321944085 ,-0.001205563145253219 ,-0.005503939723634055 ,-0.01324913695861163 ,-3.13999960265 ,-0.0170248778157 ,-0.0204146306554
1.0 ,0.5 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,1.0345228 ,0.4938901 ,1.5070667 ,0.70740736 ,0.70671326 ,-0.0068336376 ,0.009190576 ,1.0153316416389266 ,0.5282795394598392 ,0.013503983679509002 ,0.7073359774597038 ,0.706758832886621 ,-0.004269013379259267 ,0.012228763332193061 ,0.01533164163892664 ,0.028279539459839187 ,0.013503983679509002 ,3.1303239867 ,0.0233269419904 ,-0.00094771330046
1.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,1.0171959 ,0.986597 ,1.4929503 ,0.7093602 ,0.70469123 ,0.014710418 ,-0.0014128373 ,0.9999999953667211 ,1.0000000325847689 ,5.324579288590314e-08 ,0.7092072857549245 ,0.704786315845551 ,0.017281940925136973 ,0.0016153472839827844 ,-4.633278871679636e-09 ,3.2584768883126e-08 ,5.324579288590314e-08 ,3.1149315209 ,-0.0222378403132 ,-0.00595667503779
0.5 ,1.0 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,0.5072599 ,0.99777305 ,1.4829918 ,0.00953572 ,0.99986583 ,-0.0067302845 ,-0.0114954235 ,0.5070704262757737 ,1.0090873111632013 ,-0.012965896531957455 ,0.009439176379329414 ,0.9999023681425735 ,-0.007031006816743335 ,-0.007531339541942713 ,0.0070704262757737 ,0.009087311163201273 ,-0.012965896531957455 ,-3.12738777299 ,-0.0149290292069 ,-0.0189857589719
0.0 ,1.0 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,-0.008550337 ,1.0060977 ,1.4957108 ,0.007441601 ,0.9998016 ,-0.018470582 ,0.00054754975 ,0.00828010174572491 ,1.015439823751765 ,-0.004978469973962341 ,0.007387519268964592 ,0.9997862042769923 ,-0.01877795330107865 ,0.004512068957515146 ,0.00828010174572491 ,0.015439823751765003 ,-0.004978469973962341 ,-3.10410103886 ,0.00929978762636 ,-0.014603662821
-0.5 ,1.0 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,-0.5097267 ,0.972251 ,1.4609257 ,0.005813681 ,0.9998037 ,-0.003064155 ,-0.018689442 ,-0.47610999057798575 ,0.9814284729807454 ,-0.040836330043296565 ,0.005705081201292403 ,0.9998695572720124 ,-0.003380540385127477 ,-0.014727268445350954 ,0.023890009422014247 ,-0.018571527019254574 ,-0.040836330043296565 ,-3.13466136007 ,-0.0294163645026 ,-0.0115135690422
-1.0 ,1.0 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,-1.0512499 ,0.9933981 ,1.5093391 ,-0.00708017 ,0.99992436 ,0.004976499 ,-0.008736781 ,-1.0000001817938569 ,1.0000000321372586 ,5.177844308867918e-08 ,-0.007223883292498462 ,0.9999518574143095 ,0.004610208158137428 ,-0.004779575774839849 ,-1.8179385685712646e-07 ,3.213725863204786e-08 ,5.177844308867918e-08 ,3.13230307487 ,-0.00949222668074 ,0.0144922134453
-1.0 ,0.5 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-1.049635 ,0.4651797 ,1.5067579 ,-0.705713 ,0.7084959 ,-0.0009811929 ,-0.001308681 ,-0.999826600143958 ,0.494216158780364 ,-0.0020475717918755354 ,-0.7057930777762162 ,0.7084055502263336 ,-0.004015148555517044 ,0.0012595053705738853 ,0.00017339985604203356 ,-0.005783841219635988 ,-0.0020475717918755354 ,-3.13412592052 ,-0.00388325668305 ,-0.00370912648971
-1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-1.0482123 ,-0.046055075 ,1.5153681 ,-0.69828707 ,0.7156397 ,0.0033412874 ,0.015614279 ,-0.9998791357305261 ,0.004700995106228678 ,0.006253760652136453 ,-0.6983909431936808 ,0.7154846464183197 ,0.00033644874661074555 ,0.018212578261574866 ,0.00012086426947388595 ,0.004700995106228678 ,0.006253760652136453 ,-3.11662371884 ,0.026534699445 ,-0.0238474392799
-1.0 ,-0.5 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-1.0720205 ,-0.57291883 ,1.5173628 ,0.7089154 ,-0.7052107 ,-0.0063788486 ,-0.00872495 ,-1.0243174538062791 ,-0.4998631228707272 ,0.008255249104346163 ,0.7090275879516791 ,-0.705082666363561 ,-0.0033345337278438397 ,-0.011278031827086058 ,-0.024317453806279143 ,0.00013687712927279438 ,0.008255249104346163 ,-3.13029938203 ,0.0206339064602 ,0.00569587223766
-1.0 ,-1.0 ,0.0 ,0.0 ,0.0 ,-0.70710677 ,0.70710677 ,-1.0731255 ,-1.0932052 ,1.5280027 ,-0.70224017 ,0.7119285 ,-1.8663177e-05 ,-0.004072579 ,-1.026853588032255 ,-0.998052210912951 ,0.018422743216842674 ,-0.7023235907381913 ,0.7118497809853973 ,-0.0030403806644435983 ,-0.0014897278512324176 ,-0.026853588032254905 ,0.0019477890870489567 ,0.018422743216842674 ,-3.13935655946 ,-0.00639163053958 ,-0.013479392718
-0.5 ,-1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,-0.53923005 ,-1.0540718 ,1.4938865 ,0.99991316 ,-0.012982034 ,-0.0013289317 ,0.0018459572 ,-0.5102871696060598 ,-0.958918268333288 ,-0.009271102681397414 ,0.9999115257440104 ,-0.01286268611152384 ,0.0026358005870714732 ,0.002131793973756863 ,-0.010287169606059798 ,0.04108173166671203 ,-0.009271102681397414 ,3.137397178 ,-0.00532600114641 ,-0.0257150568821
0.0 ,-1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,-0.011282051 ,-1.0987178 ,1.4996887 ,0.99985325 ,-0.0077922046 ,-0.0067215348 ,-0.013695211 ,4.519016638671047e-08 ,-0.9999999927428425 ,5.330383556767515e-08 ,0.9998775818022806 ,-0.007613173378763117 ,-0.0027607207016414176 ,-0.01338803277319297 ,4.519016638671047e-08 ,7.257157541573633e-09 ,5.330383556767515e-08 ,-3.11485827909 ,0.00572464757537 ,-0.0151513894917
0.5 ,-1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.53409314 ,-1.1429443 ,1.5553371 ,0.99905187 ,-0.00038264642 ,-0.038864236 ,-0.019616202 ,0.5267563399985582 ,-1.0405940950710362 ,0.055545787680622905 ,0.9992045469667326 ,-0.0001911618491083149 ,-0.03490959180106104 ,-0.019275818489430323 ,0.0267563399985582 ,-0.040594095071036174 ,0.055545787680622905 ,-3.10298136524 ,0.0698277471751 ,0.000966156974836
1.0 ,-1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0878443 ,-1.1575907 ,1.5800703 ,0.99964434 ,-0.012419176 ,-0.016042693 ,-0.017307278 ,1.0619264822330545 ,-1.0528570179441332 ,0.08251348255712943 ,0.9997074076606424 ,-0.012228972223906896 ,-0.012081531400071665 ,-0.017017282562556947 ,0.061926482233054525 ,-0.05285701794413322 ,0.08251348255712943 ,-3.10784694441 ,0.0245746740507 ,-0.0240491774579
1.5 ,-1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.6305696 ,-1.1367369 ,1.5765041 ,-0.6227851 ,0.0043946165 ,0.6573258 ,0.42431384 ,1.586747529759507 ,-1.0311795455267705 ,0.0831788538840974 ,-0.6255270710305321 ,0.002856604851390923 ,0.6549064961314434 ,0.42403443791928297 ,0.08674752975950706 ,-0.03117954552677049 ,0.0831788538840974 ,-1.17934706249 ,0.96446837202 ,1.31863222814
1.5 ,-0.5 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,1.5349009 ,-0.5621175 ,1.4992844 ,0.7201505 ,0.6933287 ,0.016974822 ,0.0197618 ,1.4963718919542288 ,-0.4813113012004566 ,0.01062871357523143 ,0.7199828117470307 ,0.6933421124558066 ,0.019595580956312315 ,0.02274816676447123 ,-0.0036281080457711834 ,0.01868869879954338 ,0.01062871357523143 ,3.08162692879 ,0.00332756718932 ,-0.0377946630362
1.5 ,0.0 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,1.546832 ,-0.030175256 ,1.4867445 ,0.71196806 ,0.70147604 ,0.024652045 ,0.020617008 ,1.5094209403982835 ,0.028071652505642336 ,-0.0012256416120117741 ,0.7117687738297217 ,0.701487600360635 ,0.027237700778290304 ,0.023631902113976908 ,0.00942094039828345 ,0.028071652505642336 ,-0.0012256416120117741 ,3.06967482132 ,-0.0056189467254 ,-0.0143472270816
1.5 ,0.5 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,1.586641 ,0.503792 ,1.5316482 ,0.70312107 ,0.7105493 ,0.013539763 ,0.023603681 ,1.5489895464665535 ,0.5395172125154775 ,0.04030386524116425 ,0.702963677057957 ,0.7105440689850989 ,0.016087788217485986 ,0.0266529142407399 ,0.04898954646655351 ,0.03951721251547746 ,0.04030386524116425 ,3.08121472529 ,0.0152584708227 ,0.0102647569374
1.5 ,1.0 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,1.5917859 ,1.0611278 ,1.5598122 ,0.691146 ,0.72249633 ,0.009974464 ,0.0147221945 ,1.5552333995000354 ,1.0732192563214453 ,0.06606718170609116 ,0.6910043175116949 ,0.7225234608850069 ,0.01246993466344659 ,0.017815228890987585 ,0.05523339950003536 ,0.07321925632144533 ,0.06606718170609116 ,3.09893773501 ,0.00851038701597 ,0.0444075032275
1.5 ,1.5 ,0.0 ,0.0 ,0.0 ,0.70710677 ,0.70710677 ,1.5567768 ,1.5169929 ,1.5262653 ,0.7180148 ,0.69590515 ,0.012956296 ,-0.0017075359 ,1.5228560775158917 ,1.5095946623246073 ,0.034468010292822315 ,0.7178699795510944 ,0.6960019832414105 ,0.015565033769765238 ,0.0012889946009182391 ,0.022856077515891693 ,0.009594662324607262 ,0.034468010292822315 ,3.11806826538 ,-0.0205545026572 ,-0.0306892368705
1.0 ,1.5 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,1.0260638 ,1.5193942 ,1.5165442 ,0.004620432 ,0.9998816 ,0.012920533 ,0.006964 ,1.0098129761910142 ,1.5102143814885496 ,0.0215750277227309 ,0.004439876308377687 ,0.9998510555883059 ,0.012602527678472326 ,0.010923847006910055 ,0.009812976191014178 ,0.010214381488549584 ,0.0215750277227309 ,3.11628567378 ,0.0217342436807 ,-0.00915614399002
0.5 ,1.5 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,0.46133596 ,1.4935997 ,1.4944371 ,0.009042273 ,0.99982023 ,0.01663529 ,-0.0010017643 ,0.463902031536209 ,1.4837207460106883 ,-0.003016694660421315 ,0.008849663969749245 ,0.9998230523373093 ,0.016333776187643957 ,0.0029589217597416444 ,-0.036097968463790986 ,-0.016279253989311737 ,-0.003016694660421315 ,3.10887215439 ,0.00562772921591 ,-0.0177941650105
0.0 ,1.5 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,-0.06275858 ,1.4763458 ,1.4816797 ,-0.008144844 ,0.9997395 ,0.021263015 ,0.0015421096 ,-0.04277111787703225 ,1.465539000997926 ,-0.018659909388251794 ,-0.00835649317620143 ,0.9997316707708686 ,0.02089374665375716 ,0.005496074076335627 ,-0.04277111787703225 ,-0.03446099900207411 ,-0.018659909388251794 ,3.09989346565 ,0.0113386384973 ,0.0164805525884
-0.5 ,1.5 ,0.0 ,-0.0 ,0.0 ,1.0 ,-4.371139e-08 ,-0.52469265 ,1.4805969 ,1.5059323 ,-0.010144138 ,0.9998474 ,0.012915033 ,-0.005949282 ,-0.4895700171174573 ,1.468168053443815 ,0.00040287212817968765 ,-0.010320197282045385 ,0.9998661616586271 ,0.012536924948181394 ,-0.001994445022491811 ,0.01042998288254271 ,-0.03183194655618493 ,0.00040287212817968765 ,3.11647817873 ,-0.00372959774739 ,0.0206891729218
